Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Year,DurationSeconds,Transcript_Provider,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0209,C22,Threatpost,Black Hat USA 2020: Critical Meetup.com Flaws Show AppSec Holes,https://www.youtube.com/watch?v=M85zrOA59OE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0209.txt,2020,923,local_asr_whisper,1,Play,0,,10,Initial_Access,,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0210,C22,Threatpost,Anti-Encryption Bills Put Tech Firms Under ‘Full-Frontal Nuclear Assault’,https://www.youtube.com/watch?v=lFS959M-8NU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0210.txt,2020,1155,local_asr_whisper,1,Play,0,,40,Impact,,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
V0211,C22,Threatpost,"Amid Olympics Uncertainty, 5G Security Lessons Emerge",https://www.youtube.com/watch?v=RsMSnVUsNpQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0211.txt,2020,2962,local_asr_whisper,2,"Play, Qilin",0,,25,Initial_Access,Windows,12,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0
V0212,C22,Threatpost,Cloud Deployment Mistakes Leading to Breaches,https://www.youtube.com/watch?v=2sZ6x5GrdCY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0212.txt,2020,483,local_asr_whisper,0,,0,,5,Initial_Access,,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0213,C23,Microsoft Security,Explore Microsoft Agent 365 security and governance capabilities,https://www.youtube.com/watch?v=xxitK6GpHhg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0213.txt,2026,428,local_asr_whisper,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V0214,C23,Microsoft Security,"End-to-end security for your AI platforms, apps, and agents​",https://www.youtube.com/watch?v=f4zqzOMGagk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0214.txt,2026,479,local_asr_whisper,0,,0,,5,Initial_Access,Windows,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
V0215,C23,Microsoft Security,Zero Trust Workshop - Security Baselines in Intune,https://www.youtube.com/watch?v=V-QBO2cJn4E,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0215.txt,2026,362,local_asr_whisper,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
V0216,C23,Microsoft Security,Microsoft Defender | Security Copilot Phishing Triage Agent,https://www.youtube.com/watch?v=0Pimw2DnopM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0216.txt,2026,339,local_asr_whisper,0,,0,,10,Initial_Access,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0217,C23,Microsoft Security,Microsoft Purview | Data Security Triage Agent in IRM,https://www.youtube.com/watch?v=RQiMUOIWaWQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0217.txt,2026,398,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0218,C23,Microsoft Security,Threat Briefing: The State of Cybercrime | Microsoft Security Forum,https://www.youtube.com/watch?v=3q5qFHeri68,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0218.txt,2026,326,local_asr_whisper,0,,0,,3,Initial_Access,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0219,C23,Microsoft Security,Secure Future Initiative: Applying security best practices in the age of AI|Microsoft Security Forum,https://www.youtube.com/watch?v=KryrFmLpX4s,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0219.txt,2026,1578,local_asr_whisper,0,,0,,1,Privilege_Escalation,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0220,C23,Microsoft Security,Threat briefing: The state of cybercrime and AI’s double-edged sword | Microsoft Security Forum,https://www.youtube.com/watch?v=dQXPEeMi6SI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0220.txt,2026,898,local_asr_whisper,0,,0,,13,Initial_Access,,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0221,C23,Microsoft Security,The impact of AI on security strategy | Microsoft Security Forum,https://www.youtube.com/watch?v=hTtR_7yb6P0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0221.txt,2026,1162,local_asr_whisper,1,Play,0,,5,Initial_Access,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0222,C24,Cisco Talos Intelligence Group,"Humans of Talos: Ryan Liles, master of technical diplomacy",https://www.youtube.com/watch?v=vfv3hr-ghcM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0222.txt,2026,698,local_asr_whisper,0,,0,,2,Initial_Access,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0223,C24,Cisco Talos Intelligence Group,"The TTP 20: Less Ransomware, Same Problems",https://www.youtube.com/watch?v=qBBrhmwfTfE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0223.txt,2026,706,local_asr_whisper,4,"Black Basta, LockBit, Play, Qilin",0,,21,Initial_Access,,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0224,C24,Cisco Talos Intelligence Group,"Humans of Talos: Bill Largent talks epic reads, lifelong learning, and empathy",https://www.youtube.com/watch?v=Yr9SCipChbw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0224.txt,2025,628,local_asr_whisper,0,,0,,1,Privilege_Escalation,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0225,C24,Cisco Talos Intelligence Group,TTP 18: How Talos Built an AI Model Into one of the Internet’s Most Abused Layers,https://www.youtube.com/watch?v=yPTDEluRyxc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0225.txt,2025,617,local_asr_whisper,0,,0,,8,Exfiltration,,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
V0226,C24,Cisco Talos Intelligence Group,TTP 17: How Attackers Use Your Own Tools Against You,https://www.youtube.com/watch?v=q7yV4C7cL3Y,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0226.txt,2025,652,local_asr_whisper,3,"Babuk, LockBit, Qilin",0,,24,Initial_Access,,15,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V0227,C24,Cisco Talos Intelligence Group,Humans of Talos: Laura Faria and empathy on the front lines,https://www.youtube.com/watch?v=X6-kKCyPvZU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0227.txt,2025,593,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0228,C24,Cisco Talos Intelligence Group,Footholds in Infrastructure: Defending Service Providers,https://www.youtube.com/watch?v=HlaC5IWfSg0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0228.txt,2025,315,local_asr_whisper,0,,0,,4,Initial_Access,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0229,C24,Cisco Talos Intelligence Group,"Humans of Talos: Alex Ryan, Incident Commander",https://www.youtube.com/watch?v=zOJwo3IfiZQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0229.txt,2025,573,local_asr_whisper,0,,0,,3,Impact,,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0230,C24,Cisco Talos Intelligence Group,"TTP Ep14: Persistence, Privilege & Camouflage - Insights from Vulnerabilities Discovered by Talos",https://www.youtube.com/watch?v=RJvp25sbYeE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0230.txt,2025,508,local_asr_whisper,0,,0,,33,Initial_Access,Windows,26,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0
V0231,C24,Cisco Talos Intelligence Group,Cyber Analyst Series: Career development and further education,https://www.youtube.com/watch?v=2dyVoNq2vLQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0231.txt,2025,380,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0232,C26,MalwareTech,China Just Automated Cyberattacks With AI,https://www.youtube.com/watch?v=siZaZf3lK_8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0232.txt,2025,853,local_asr_whisper,1,LockBit,0,,18,Initial_Access,Linux,14,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
V0233,C26,MalwareTech,Cyberwar With Iran: How Bad Could It Get? | Hacker Explains,https://www.youtube.com/watch?v=7MApLKC3_Es,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0233.txt,2025,1075,local_asr_whisper,1,WannaCry,0,,16,Initial_Access,Windows,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,1,0
V0234,C26,MalwareTech,Public Wi-Fi Is Safer Than You Think,https://www.youtube.com/watch?v=i7GwjGGwxzg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0234.txt,2025,1287,local_asr_whisper,0,,0,,46,Impact,,2,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
V0235,C26,MalwareTech,Getting Started With Reverse Engineering | TryHackMe Advent Of Cyber - Day 21 Walkthrough,https://www.youtube.com/watch?v=K-oowwtK_8Q,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0235.txt,2024,2112,local_asr_whisper,0,,0,,8,Execution,Windows,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,2,9
V0236,C26,MalwareTech,Bypassing App-Bound Encryption To Dump Browser Credentials | HuntersCON 2024 Keynote,https://www.youtube.com/watch?v=Op7poNLdi7c,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0236.txt,2024,2094,local_asr_whisper,1,Play,0,,85,Impact,Windows,29,0,0,7,0,0,0,0,1,48,0,0,0,0,0,0,0,0,5,1,0
V0237,C26,MalwareTech,I Vulnerability Scanned The Entire Internet And Accidentally Made A Botnet,https://www.youtube.com/watch?v=REfYQh4-9lU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0237.txt,2024,518,local_asr_whisper,0,,0,,22,Initial_Access,,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0238,C26,MalwareTech,Why Microsoft Is To Blame For The Crowdstrike Outage (Not The EU),https://www.youtube.com/watch?v=EGttFWntctU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0238.txt,2024,1057,local_asr_whisper,0,,0,,7,Initial_Access,Windows,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,0
V0239,C26,MalwareTech,Responding To Weird Conspiracy Theories About Me,https://www.youtube.com/watch?v=n_TNvvpZkd0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0239.txt,2024,596,local_asr_whisper,0,,0,,11,Impact,,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
V0240,C26,MalwareTech,How I Hacked My Garage Remote With a Flipper Zero & Microchip Programmer,https://www.youtube.com/watch?v=PD4We74ZUAg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0240.txt,2023,496,local_asr_whisper,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0241,C26,MalwareTech,Getting a Tech Job With No Qualifications,https://www.youtube.com/watch?v=Z2VO0izZKNE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C26_MalwareTech/V0241.txt,2023,597,local_asr_whisper,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0242,C27,VX Underground,[Archive] Ukraine Police arrest CLOP ransomware operators,https://www.youtube.com/watch?v=R9MG7McrEO8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C27_VX_Underground/V0242.txt,2021,333,whisper_base,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0243,C28,Black Hills Information Security,The Coming SAAS Apocalypse - Talkin' Bout [infosec] News 2026-02-23 #infosec #news,https://www.youtube.com/watch?v=RjEvfmtmzKg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0243.txt,2026,4080,local_asr_whisper,1,Play,0,,12,Initial_Access,ESXi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
V0244,C28,Black Hills Information Security,Palo Alto Fears China Retaliation – Talkin' Bout [infosec] News 2026-02-16 #infosec #news,https://www.youtube.com/watch?v=xg_HI0ARf3E,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0244.txt,2026,4117,local_asr_whisper,1,Play,1,AnyDesk,14,Initial_Access,Windows,8,1,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,0,6,0,3
V0245,C28,Black Hills Information Security,LIVE From WWHF Denver 2026 – BHIS - Talkin' Bout [infosec] News 2026-02-11,https://www.youtube.com/watch?v=HnKSsy7HYME,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0245.txt,2026,2787,local_asr_whisper,1,Play,0,,17,Initial_Access,Windows,10,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0
V0246,C28,Black Hills Information Security,US Defense Chief Uploads Secret Into to ChatGTP - Talkin' Bout [infosec] News 2026-02-02,https://www.youtube.com/watch?v=VEVupZdij_g,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0246.txt,2026,4002,local_asr_whisper,1,Play,0,,6,Initial_Access,,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0247,C28,Black Hills Information Security,Simplify Pentest Workflows Using Cerno w/ Chris Traynor,https://www.youtube.com/watch?v=aGmRenQ28Ro,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0247.txt,2026,5055,local_asr_whisper,1,Play,0,,35,Initial_Access,Windows,27,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,2
V0248,C28,Black Hills Information Security,TikTok's invasive Privacy Policy - Talkin' Bout [infosec] News 2026-01-26 #infosec #news,https://www.youtube.com/watch?v=6oK31ZZ70Q8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0248.txt,2026,3846,local_asr_whisper,1,Play,0,,7,Initial_Access,ESXi,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
V0249,C28,Black Hills Information Security,Zero to Zeek: Build a Network Sensor Fast and Easy w/ Troy Wojewoda,https://www.youtube.com/watch?v=FdWr5N0JAGU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0249.txt,2026,4640,local_asr_whisper,1,Play,0,,27,Initial_Access,Linux,12,0,7,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,23,1
V0250,C28,Black Hills Information Security,Chinese firms drop US and Israeli cybersecurity software | Talkin' Bout [infosec] News 2026-01-19,https://www.youtube.com/watch?v=wZo-1rxo9KE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0250.txt,2026,3819,local_asr_whisper,0,,0,,12,Initial_Access,Windows,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,2,1,0
V0251,C28,Black Hills Information Security,Active Directory Attack Path in Action w/ Alyssa & Kaitlyn,https://www.youtube.com/watch?v=nBHec3RDzwY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0251.txt,2026,4522,local_asr_whisper,0,,21,BloodHound,42,Discovery,Windows,14,0,1,3,2,1,21,0,0,0,0,0,0,0,0,0,0,21,29,4,0
V0252,C28,Black Hills Information Security,BreachForums Doomsday – Talkin' Bout [infosec] News 2026-01-12 #infosec #news,https://www.youtube.com/watch?v=dx3_fnu3KO8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C28_Black_Hills_Information_Security/V0252.txt,2026,3785,local_asr_whisper,1,Play,0,,17,Initial_Access,ESXi,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,19
V0253,C29,Security Onion Solutions,Security Onion Essentials 2026 - Updating Security Onion,https://www.youtube.com/watch?v=Pk2r4elumBc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0253.txt,2026,559,local_asr_whisper,0,,0,,1,Execution,Linux,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
V0254,C29,Security Onion Solutions,State of the Onion - You Can Just Do Things,https://www.youtube.com/watch?v=i2tM_WmDF54,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0254.txt,2025,4116,local_asr_whisper,2,"Play, Royal",0,,12,Command_and_Control,Windows,1,2,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,24,23,11
V0255,C29,Security Onion Solutions,Investigation Playbooks for Humans,https://www.youtube.com/watch?v=ktFw6dJSd74,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0255.txt,2025,3001,local_asr_whisper,0,,0,,15,Persistence,Windows,0,4,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,3,0
V0256,C29,Security Onion Solutions,Sneak Peek: Security Onion Playbooks,https://www.youtube.com/watch?v=SLGRB3PxB-o,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0256.txt,2025,726,local_asr_whisper,0,,0,,8,Command_and_Control,Windows,0,1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0
V0257,C29,Security Onion Solutions,Ingesting PFSense Logs with Security Onion 2.4,https://www.youtube.com/watch?v=aoH8qZwAxek,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0257.txt,2024,794,local_asr_whisper,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V0258,C29,Security Onion Solutions,State of the Onion 2023,https://www.youtube.com/watch?v=aUshk9lLuA4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0258.txt,2023,2256,local_asr_whisper,2,"Play, Royal",0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0259,C29,Security Onion Solutions,Achieving PEAK Performance: Introducing the PEAK Threat Hunting Framework,https://www.youtube.com/watch?v=GX2FKM18oxk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0259.txt,2023,3942,local_asr_whisper,0,,0,,6,Initial_Access,Windows,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0
V0260,C29,Security Onion Solutions,Defensive Intel with Security Onion,https://www.youtube.com/watch?v=9d6QA24xops,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0260.txt,2023,1913,local_asr_whisper,1,Play,0,,12,Discovery,ESXi,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2
V0261,C29,Security Onion Solutions,Enrich Your Data and Your Life,https://www.youtube.com/watch?v=4TwstDJBiVw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0261.txt,2023,1502,local_asr_whisper,1,Play,0,,0,,ESXi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
V0262,C29,Security Onion Solutions,Phish Fights and Not So Long Nights with Security Onion and Sublime Platform,https://www.youtube.com/watch?v=76-cbbDqm94,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C29_Security_Onion_Solutions/V0262.txt,2023,2768,local_asr_whisper,0,,0,,6,Execution,,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
V0263,C30,SANS Institute,Keynote | The Augmented Era: Disrupt or be Disrupted,https://www.youtube.com/watch?v=gFJA2ZFYRcM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C30_SANS_Institute/V0263.txt,2026,2752,local_asr_whisper,1,Play,0,,25,Initial_Access,Linux,20,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0
